file_id,video_path,align_path,text
lbby3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbby3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbby3s.align,LAY BLUE BY Y THREE SOON
lbby4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbby4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbby4p.align,LAY BLUE BY Y FOUR PLEASE
lbby5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbby5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbby5a.align,LAY BLUE BY Y FIVE AGAIN
lbid2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbid2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbid2n.align,LAY BLUE IN D TWO NOW
lbid3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbid3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbid3s.align,LAY BLUE IN D THREE SOON
lbid4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbid4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbid4p.align,LAY BLUE IN D FOUR PLEASE
lbid5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbid5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbid5a.align,LAY BLUE IN D FIVE AGAIN
lbij6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbij6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbij6n.align,LAY BLUE IN J SIX NOW
lbij7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbij7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbij7s.align,LAY BLUE IN J SEVEN SOON
lbij8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbij8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbij8p.align,LAY BLUE IN J EIGHT PLEASE
lbij9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbij9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbij9a.align,LAY BLUE IN J NINE AGAIN
lbiq1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbiq1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbiq1s.align,LAY BLUE IN Q ONE SOON
lbiq2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbiq2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbiq2p.align,LAY BLUE IN Q TWO PLEASE
lbiq3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbiq3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbiq3a.align,LAY BLUE IN Q THREE AGAIN
lbiqzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbiqzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbiqzn.align,LAY BLUE IN Q ZERO NOW
lbix4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbix4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbix4n.align,LAY BLUE IN X FOUR NOW
lbix5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbix5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbix5s.align,LAY BLUE IN X FIVE SOON
lbix6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbix6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbix6p.align,LAY BLUE IN X SIX PLEASE
lbix7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbix7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbix7a.align,LAY BLUE IN X SEVEN AGAIN
lbwe4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwe4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwe4n.align,LAY BLUE WITH E FOUR NOW
lbwe5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwe5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwe5s.align,LAY BLUE WITH E FIVE SOON
lbwe6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwe6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwe6p.align,LAY BLUE WITH E SIX PLEASE
lbwe7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwe7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwe7a.align,LAY BLUE WITH E SEVEN AGAIN
lbwk8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwk8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwk8n.align,LAY BLUE WITH K EIGHT NOW
lbwk9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwk9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwk9s.align,LAY BLUE WITH K NINE SOON
lbwl1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwl1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwl1a.align,LAY BLUE WITH L ONE AGAIN
lbwlzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwlzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwlzp.align,LAY BLUE WITH L ZERO PLEASE
lbwr2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwr2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwr2n.align,LAY BLUE WITH R TWO NOW
lbwr3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwr3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwr3s.align,LAY BLUE WITH R THREE SOON
lbwr4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwr4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwr4p.align,LAY BLUE WITH R FOUR PLEASE
lbwr5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwr5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwr5a.align,LAY BLUE WITH R FIVE AGAIN
lbwy6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwy6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwy6n.align,LAY BLUE WITH Y SIX NOW
lbwy7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwy7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwy7s.align,LAY BLUE WITH Y SEVEN SOON
lbwy8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwy8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwy8p.align,LAY BLUE WITH Y EIGHT PLEASE
lbwy9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lbwy9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lbwy9a.align,LAY BLUE WITH Y NINE AGAIN
lgaf4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaf4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaf4n.align,LAY GREEN AT F FOUR NOW
lgaf5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaf5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaf5s.align,LAY GREEN AT F FIVE SOON
lgaf6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaf6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaf6p.align,LAY GREEN AT F SIX PLEASE
lgaf7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaf7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaf7a.align,LAY GREEN AT F SEVEN AGAIN
lgal8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgal8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgal8n.align,LAY GREEN AT L EIGHT NOW
lgal9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgal9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgal9s.align,LAY GREEN AT L NINE SOON
lgam1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgam1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgam1a.align,LAY GREEN AT M ONE AGAIN
lgamzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgamzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgamzp.align,LAY GREEN AT M ZERO PLEASE
lgas2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgas2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgas2n.align,LAY GREEN AT S TWO NOW
lgas3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgas3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgas3s.align,LAY GREEN AT S THREE SOON
lgas4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgas4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgas4p.align,LAY GREEN AT S FOUR PLEASE
lgas5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgas5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgas5a.align,LAY GREEN AT S FIVE AGAIN
lgaz6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaz6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaz6n.align,LAY GREEN AT Z SIX NOW
lgaz7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaz7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaz7s.align,LAY GREEN AT Z SEVEN SOON
lgaz8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaz8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaz8p.align,LAY GREEN AT Z EIGHT PLEASE
lgaz9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgaz9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgaz9a.align,LAY GREEN AT Z NINE AGAIN
lgbf8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbf8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbf8n.align,LAY GREEN BY F EIGHT NOW
lgbf9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbf9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbf9s.align,LAY GREEN BY F NINE SOON
lgbg1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbg1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbg1a.align,LAY GREEN BY G ONE AGAIN
lgbgzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbgzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbgzp.align,LAY GREEN BY G ZERO PLEASE
lgbm2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbm2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbm2n.align,LAY GREEN BY M TWO NOW
lgbm3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbm3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbm3s.align,LAY GREEN BY M THREE SOON
lgbm4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbm4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbm4p.align,LAY GREEN BY M FOUR PLEASE
lgbm5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbm5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbm5a.align,LAY GREEN BY M FIVE AGAIN
lgbs6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbs6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbs6n.align,LAY GREEN BY S SIX NOW
lgbs7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbs7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbs7s.align,LAY GREEN BY S SEVEN SOON
lgbs8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbs8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbs8p.align,LAY GREEN BY S EIGHT PLEASE
lgbs9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgbs9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgbs9a.align,LAY GREEN BY S NINE AGAIN
lgif1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgif1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgif1s.align,LAY GREEN IN F ONE SOON
lgif2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgif2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgif2p.align,LAY GREEN IN F TWO PLEASE
lgif3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgif3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgif3a.align,LAY GREEN IN F THREE AGAIN
lgifzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgifzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgifzn.align,LAY GREEN IN F ZERO NOW
lgil4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgil4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgil4n.align,LAY GREEN IN L FOUR NOW
lgil5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgil5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgil5s.align,LAY GREEN IN L FIVE SOON
lgil6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgil6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgil6p.align,LAY GREEN IN L SIX PLEASE
lgil7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgil7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgil7a.align,LAY GREEN IN L SEVEN AGAIN
lgir8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgir8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgir8n.align,LAY GREEN IN R EIGHT NOW
lgir9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgir9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgir9s.align,LAY GREEN IN R NINE SOON
lgis1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgis1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgis1a.align,LAY GREEN IN S ONE AGAIN
lgiszp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgiszp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgiszp.align,LAY GREEN IN S ZERO PLEASE
lgiz2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgiz2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgiz2n.align,LAY GREEN IN Z TWO NOW
lgiz3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgiz3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgiz3s.align,LAY GREEN IN Z THREE SOON
lgiz4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgiz4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgiz4p.align,LAY GREEN IN Z FOUR PLEASE
lgiz5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgiz5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgiz5a.align,LAY GREEN IN Z FIVE AGAIN
lgwa1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwa1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwa1a.align,LAY GREEN WITH A ONE AGAIN
lgwazp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwazp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwazp.align,LAY GREEN WITH A ZERO PLEASE
lgwg2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwg2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwg2n.align,LAY GREEN WITH G TWO NOW
lgwg3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwg3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwg3s.align,LAY GREEN WITH G THREE SOON
lgwg4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwg4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwg4p.align,LAY GREEN WITH G FOUR PLEASE
lgwg5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwg5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwg5a.align,LAY GREEN WITH G FIVE AGAIN
lgwm6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwm6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwm6n.align,LAY GREEN WITH M SIX NOW
lgwm7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwm7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwm7s.align,LAY GREEN WITH M SEVEN SOON
lgwm8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwm8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwm8p.align,LAY GREEN WITH M EIGHT PLEASE
lgwm9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwm9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwm9a.align,LAY GREEN WITH M NINE AGAIN
lgwt1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwt1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwt1s.align,LAY GREEN WITH T ONE SOON
lgwt2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwt2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwt2p.align,LAY GREEN WITH T TWO PLEASE
lgwt3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwt3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwt3a.align,LAY GREEN WITH T THREE AGAIN
lgwtzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lgwtzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lgwtzn.align,LAY GREEN WITH T ZERO NOW
lrae2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrae2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrae2n.align,LAY RED AT E TWO NOW
lrae3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrae3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrae3s.align,LAY RED AT E THREE SOON
lrae4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrae4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrae4p.align,LAY RED AT E FOUR PLEASE
lrae5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrae5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrae5a.align,LAY RED AT E FIVE AGAIN
lrak6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrak6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrak6n.align,LAY RED AT K SIX NOW
lrak7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrak7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrak7s.align,LAY RED AT K SEVEN SOON
lrak8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrak8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrak8p.align,LAY RED AT K EIGHT PLEASE
lrak9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrak9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrak9a.align,LAY RED AT K NINE AGAIN
lrar1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrar1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrar1s.align,LAY RED AT R ONE SOON
lrar2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrar2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrar2p.align,LAY RED AT R TWO PLEASE
lrar3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrar3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrar3a.align,LAY RED AT R THREE AGAIN
lrarzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrarzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrarzn.align,LAY RED AT R ZERO NOW
lray4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lray4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lray4n.align,LAY RED AT Y FOUR NOW
lray5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lray5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lray5s.align,LAY RED AT Y FIVE SOON
lray6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lray6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lray6p.align,LAY RED AT Y SIX PLEASE
lray7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lray7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lray7a.align,LAY RED AT Y SEVEN AGAIN
lrbe6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbe6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbe6n.align,LAY RED BY E SIX NOW
lrbe7s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbe7s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbe7s.align,LAY RED BY E SEVEN SOON
lrbe8p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbe8p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbe8p.align,LAY RED BY E EIGHT PLEASE
lrbe9a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbe9a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbe9a.align,LAY RED BY E NINE AGAIN
lrbl1s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbl1s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbl1s.align,LAY RED BY L ONE SOON
lrbl2p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbl2p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbl2p.align,LAY RED BY L TWO PLEASE
lrbl3a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbl3a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbl3a.align,LAY RED BY L THREE AGAIN
lrblzn,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrblzn.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrblzn.align,LAY RED BY L ZERO NOW
lrbr4n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbr4n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbr4n.align,LAY RED BY R FOUR NOW
lrbr5s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbr5s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbr5s.align,LAY RED BY R FIVE SOON
lrbr6p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbr6p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbr6p.align,LAY RED BY R SIX PLEASE
lrbr7a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbr7a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbr7a.align,LAY RED BY R SEVEN AGAIN
lrby8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrby8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrby8n.align,LAY RED BY Y EIGHT NOW
lrby9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrby9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrby9s.align,LAY RED BY Y NINE SOON
lrbz1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbz1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbz1a.align,LAY RED BY Z ONE AGAIN
lrbzzp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrbzzp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrbzzp.align,LAY RED BY Z ZERO PLEASE
lrid8n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrid8n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrid8n.align,LAY RED IN D EIGHT NOW
lrid9s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrid9s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrid9s.align,LAY RED IN D NINE SOON
lrie1a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrie1a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrie1a.align,LAY RED IN E ONE AGAIN
lriezp,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriezp.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriezp.align,LAY RED IN E ZERO PLEASE
lrik2n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrik2n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrik2n.align,LAY RED IN K TWO NOW
lrik3s,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrik3s.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrik3s.align,LAY RED IN K THREE SOON
lrik4p,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrik4p.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrik4p.align,LAY RED IN K FOUR PLEASE
lrik5a,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lrik5a.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lrik5a.align,LAY RED IN K FIVE AGAIN
lriq6n,C:\Users\sharm\py (1)\proj\lip\data\data\s1\lriq6n.mpg,C:\Users\sharm\py (1)\proj\lip\data\data\alignments\s1\lriq6n.align,LAY RED IN Q SIX NOW
